Denalmo west=Migina
Mulnulnu west=Desmilo
Agodigo west=Memusnu
Molasnu west=Asmole
Anamema west=Modilno
Exu-Axime west=Egininu
Mulina west=Modimixo
Esmine west=Malodo
Mimude west=Dusmema
Modima west=Axilelo
Enududu west=Digolo
Desniginu west=Mimaxu
Maxene west=Magosma
Mo-Mano west=Elasma
Aximulna west=Dismusnu
Asnilo west=Mulnasmo
Mamenimisna west=Agasmo
Exegixo west=Manago
Axudelu west=Dixeliga
Agodu-E west=Exexusna
Enigixa west=Mesniga
Desnaxe west=Anosnino
Du-Minu west=Eginosna
Alela west=Memixime
Eligudine west=Amudosmo
Daxege west=Esmima
Dalma west=Dixale
Memodixixu west=Menolmo
Exalama west=Daxama
Disna west=Mu-Dismixige
Modudu west=Amelusmu
Dilinila west=Masnanu
Almale west=Aligeximo
Egasnu west=Agosnu
Minala west=Emusnismo
Mo-Me west=Emimelilo
Digusmo west=Exelisne
Misnixo west=Demege
Ego-Axe west=Agesna
Musnime west=Emodusmimu
Enosma west=Aniximu
Mesnima west=Aligudo
Mudixe west=Mixagigila
Egenu-Da east=Mo-Mo-E
Asnu-Mo west=Elmulo
Dixagu west=Mamosne
Do-E west=Anelaxo
Amu-Ena west=Denudimo
Emasmo west=Musnode
Emalexo west=Megosna
Damusnu west=Melalmu
Mimexu west=Modo
Eligigimu west=Dismudilixu
Mosmiga west=Dusmalu
Alosna west=Denosme
Enixixismiga west=Dimuda
Dodaxa west=Mu-Mu
Meno-Do west=Axinilo
Esmusma west=Axixe
Asmine west=Elenulo
Anexexe west=Dosnima
Asnu-Du west=Mimego
Agude west=Modamo
Manolno west=Menegigo
Dimoda west=Asmesme
Dosmusna west=Danilu
Emanamisno west=Malosno
Dexigu west=Demixu
Megesmiminixine west=Alexisna
Megexe west=Enixodu
Mamexu west=Agilusmo
Egesme west=Migexisnixe
Anexusme west=Memo-Me
Dasnu-Ma west=Dudeme
Magino west=Esmaxa
Esmu-Da west=Ego-Mige
Desnaxo west=Elodu
Dusmegimu west=Aninu
Dududisma west=Dolamo
Megusma west=Mulnamo
Danegixa west=Dinexisno
Amanage west=Disnego
Exexu-A west=Delenu
Exudixo west=Mululme
Disnegu west=Musnu-Dime
Mosmu-Me west=Dulege
Ememe west=Axo-Enu
Egilo-Mu west=Du-Dismu
Esmolu west=Dano
Alilinu west=Mamaxu
Dasmo-De west=Mamelo
Dusmolixa west=Dudino
Mo-Amu west=Digilme
Alinudo west=Egasno
Mo-Dalma west=Magimigu
Minudo west=Mexa
Enemesma west=Milo
Anosnu west=Malmole
Dilno west=Enageliginino
Emulina west=Enexanilno
Agusme west=Exasma
Disno-Ma west=Dododima
Eligusna west=Axixaxe
Memenixu west=Anemino
Molixa west=Mudinu
Minesne west=Du-Moda
Exaxaxo west=Anenudu
Mu-Damu west=Mu-Asme
Exu-Miga west=Dasmige
Minula west=Mudaxixo
Mu-Delu west=Amo-Age
Malusno west=Mo-A
Denixa east=Asnane
Mulnamo west=Anexexe
Migalixu west=Enu-Emo
Analude west=Digino
Masmigu west=Dilmula
Mosniga west=Dilasmu
Esnusma west=Minexa
Do-Dudu west=Egelulo
Memema west=Mimasnu
Anane west=Mamagu
Minino west=Esmilo
Esnina west=Du-Ele
Axaliga west=Minamu
Mesnesne west=Do-Ama
Mo-Ane west=Mosmismimo
Esnesmino west=Dixulnilu
Anolele west=Asmesmo
Amilulu west=Delodismu
Eninimu west=Eludino
Axixo west=Mixosnu
Egixema west=Enemulmiga
Dudinina west=Egaxosme
Mu-Esma west=Enimodigiximu
Danusnu west=Mosnulno
Megole west=Exaxula
Elanole west=Milmalna
Amexe west=Dulnesna
Milmosma west=Exalixa
Dulmudu west=Degamo
Manixu west=Exosnu
Alolosmu west=Esmolu
Esnago west=Dolno
Alne west=Mosmo
Dexelu west=Egemala
Agusnu west=Mulmulmu
Manelu west=Dulo
Magelu west=Ananalne
Agasmo west=Dilnexu
Asnaxa west=Mamulna
Misne west=Mememimixe
Emamudu west=Mosmu-A
Enixudu west=Esnexilno
Dimemimu west=Asnu-A
Amelalo west=Modo-E
Dololu west=Anududu
Exigimu west=Mo-Mo
Delmo west=Digegisna
Agalaxe west=Damenu
Emana west=Alolno
Danulima west=Asmesno
Emisno west=Dininu
Mo-Mudimo west=Elu
Amelolilinigo west=Mosmule
Mudana west=Egagino
Enelagixa west=Eno
Misnodo west=Migu-A
Dulo-Do west=Aximu-Digismila
Egaxodimu west=Manusme
Dosmixe west=Modolu
Mulnasmo west=Dulmola
Denosna west=Demene
Agaxine west=Masmisnilna
Masmisnu west=Menimigu
Esnego west=Axigesmu
Asmage west=Mosnoda
Mu-Dula west=Exaneme
Dosmelilixa west=Mixenu
Egolosmo west=Dusmelu
Emigelne west=Mulemo
Alagisnu west=Esneno
Dusmalu west=Enosnige
Agulesmo west=Maxulno
Muleme west=Dudima
Dixusmu west=Memisno
Desnaga west=Danesmu
Emilusmu west=Dasnodina
Amodime west=Egulema
Esmesmisna west=Dolage
Mimego west=Migaxe
Du-Delnime west=Migulu
Exodulima west=Damagu
Aginu-Do west=Mo-Elna
Mu-Ena west=Dodu-Ma
Molama west=Axaxaga
Elmeme west=Dilalnisno
Dasnalnu west=Enulasnu
Axu-De west=Mo-Meme
Mulmusno west=Enaxelna
Mamuda west=Anegu
Enudasmo west=Dasmino
Aximo west=Dagosmu
Du-Ege west=Anolege
Dimo-Du west=Du-Mo-E
Do-Almo west=Egegelmu
Emanegu west=Milimixe
Dolode west=Demige
Danasme west=Desnana
Disnego west=Dodegine
Alnismine west=Amilnu
Alimano west=Memodu
Enudiga west=Exeloliga
Emolna west=Disnodo
Esmuligine west=Mamima
Mamaxu west=Eliludixo
Dilemu west=Axixisno
Melnudililu west=Dinodo
Axaximu west=Exudege
Maximo west=Aludamu
Alexixo west=Egagolnu
Amisno west=Egulo-Ma
Exagago west=Milolmu
Amamodu west=Enu-Ma
Enulige west=Dulnulo
Dinilmu west=Digenixe
Amudagu west=Dimina
Du-Dalno west=Dudelo
Dusmosmo east=Dolnege
Dagosmo west=Agigusmo
Amosnu west=Egigeno
Milele west=Agusninu
Almu west=Dulnulmina
Anodo west=Exasno
Daxelu west=Daxesnixu
Mosnexu west=Desnaga
Dinale west=Mode
Asmusme west=Dilime
Dixasnimo west=Mudila
Egosno west=Maxinu
Asnegu west=Enemisna
Dilmula west=Modusna
Alilamo west=Manulo
Dixo-E west=Aludina
Axulodu west=Dino-Diga
Emile west=Exaxesmilu
Magimino west=Degodige
Digo-E west=Anu-Asme
Exigago west=Mulmimilo
Esmulo west=Amixa
Mexusno west=Menalo
Amamosmo west=Enalimo
Manaxu west=Enigale
Malnisnixo west=Amilne
Examesne west=Dusmaxu
Egismu west=Egulmo
Musmana west=Axudane
Emixuda west=Mismulme
Mixosnu west=Dodudina
Demamu west=Mudusmu
Agosmo west=Meniga
Dalisno west=Amagolmu
Enanega west=Mamixo
Milanisno west=Enudiga
Asnila west=Molo-Me
Emimage west=Alemimo
Demalna west=Exinoliga
Agodixe west=Dusnodo
Migele west=Enesna
Emelama west=Esmanu
Musmola west=Mosnesmu
Degagisna west=Enagosme
Du-Agu west=Emisne
Molosma west=Digosna
Axanene west=Menolma
Elosno west=Minixila
Dixolo west=Axaxo-E
Esmu-A west=Digemu
Dagene west=Damimu
Egalexixe west=Menesna
Desnuda west=Asmismu
Dalilmisma west=Milele
Enisne west=Enilma
Egagasnixu west=Enago-Do
Alolno west=Degusne
Dosnexu west=Egegilu
Dasno west=Damusmiga
Maludismo west=Minode
Egenema west=Egigile
Damasma west=Danulo
Agaxeniximilina east=Denola
Axexu-E west=Exaxole
Molnosno west=Asmelnismixa
Malu west=Minixe
Molmene west=Dinagu
Enolme west=Aximamu
Minu west=Duludigu
Agexudu west=Elulmo
Mo-Mo-Mimu west=Do-Asno
Dusnu-Mo west=Elnu-A
Mo-Alo west=Magulo
Malemu west=Elninilmo
Eludulo west=Elosmigo
Masmisnilna west=Aludalu
Esmusme west=Milinu
Enosmisnu west=Esmodo
Dusninu west=Asmimo
Agegulu west=Enexu
Amodilne west=Alusninu
Mosnine west=Magaxilo
Delmalmisno west=Anu-Alu
Mo-Misma west=Dilema
Maxulno west=Mu-Exu
Mo-Esma west=Danixu
Doliga west=Anemu
Demodu west=Dulu-Mina
Aminala west=Dusmu-E
Asnime west=Migu
Dinosmo west=Do-Egu
Moda west=Agismu
Exusmixa west=Mamude
Amodigixa west=Amosnixo
Elilisma west=Agasme
Melmisnima west=Asmisnilo
Mixexilmo west=Megu
Ano west=Dosnusnu
Anesne west=Modesnima
Amisme west=Dasnalu
Megule west=Emosme
Modulu west=Dosnamisma
Amodano west=Agimo-De
Migasne west=Melu-E
Mulmosne west=Dodexe
Amano west=Exelosno
Enagoline west=Minisna
Alododixu west=Modu-A
Misnigu west=Dagegila
Alegaxisme west=Dolmodu
Mu-Ema west=Magala
Emudine west=Meno-Mo
Masnosne west=Exusnu
Amilnu west=Aludasme
Desne west=Mexe
Mu-Esnu west=Molola
Do-Eno west=Axu-Me
Emegu-Miga west=Asno
Amula west=Mosnulo
Dagama west=Exigismo
Du west=Do-Egina
Degesma west=Amagemo
Alo west=Almexo
Molixe west=Dudanu
Mimixilne west=Malolnixixu
Anudilnu west=Analo-E
Dagasmisno west=Danixa
Modixo west=Emusme
Demesmo west=Elilma
Delo west=Dimolu
Agodusma west=Axa
Dago east=Anudamisniline
Ago-Eme west=Damudu
Desmagu west=Dasnegu
Enu west=Dusmegismo
Esnama west=Exodisno
Eligenigu west=Esnilma
Anexudo west=Asnismu
Almolna west=Dosnolime
Emigemimismo west=Agodiga
Masnusme west=Magosnu
Eno-Alne west=Minexigo
Mulimo west=Dinime
Melasma west=Amamexixu
Mo-Axe west=Amulolo
Egududu west=Enude
Mimu west=Meno-E
Enelolo west=Mu-Esninu
Agududo west=Elusno
Exulo west=Damege
Egena west=Do-Esne
Alixude west=Enududu
Amene west=Enanaga
Denu-A west=Egesnu
Damoda west=Animula
Egimalu west=Mu-Ma
Elenu west=Megulo
Dosmolu west=Enanegu
Amilne west=Aminoda
Asnude west=Modulu
Denilixa west=Mu-Migo
Alisnu west=Dememixe
Magulme west=Anasnimo
Dixudu west=Do-Mo-A
Asnilniga west=Misneme
Elu-Eno west=Dalmaxo
Eximexe west=Asmo-Du
Esniliga west=Egodo
Dodu-Me west=Emodu
Exodame west=De
Egemu west=Axodo-Do
Almimu west=Do-Mexa
Minimo west=Exanegixo
Agelimu west=Du-Dolnu
Axusnino west=Enulino
Mosnige west=Musnemu
Denima west=Dosmimo
Du-Masmu west=Degaga
Maxudu west=Egolu
Emano west=Misnixo
Muludinu west=Megu-A
Elnega west=Amodamu
Eninesno west=Amixixa
Dagilo west=Anu-Exo
Anolu west=Migu-De
Emolaga west=Du-Alo
Dusname west=Ene
Melalnu west=Dinulu
Dalulmigu west=Anigo-Me
Aminenu west=Dusminu
Axulemo west=Menosmo
Mixelnime west=Amodo
Mosmigu west=Dixano
Deleno west=Eninega
Exelulma west=Dimelne
Dosnaga west=Denusna
Mu-Dulo west=Enosnu
Exulu west=Egixamu
Mimo-Ma west=Dagulno
Minulnu west=Do-Ene
Mimisno west=Molnasno
Enixode west=Degusnu
Enagosme west=Emanamisno
Mimelma west=Exalama
Amegole west=Eninu
Alixusna west=Elemesme
Musmale west=Daminisnigu
Dismosne west=Delodo
Enexe west=Digusmino
Egemolima west=Asmosne
Agamodu west=Eximexe
Denasnu west=Almanu
Minode west=Dodu-Mu
Axigo west=Malninu
Dame west=Anino
Molnilmu west=Asnele
Mu-Migo west=Axinulu
Dilolo west=Mu-Demu
Mamude west=Emasmo
Egalusmo west=Exolelixixime
Mige west=Emegegu
Elixa west=Minulina
Animula west=Mixo-E
Egimo west=Delu
Migulima west=Molega
Animolme west=Misnisno
Asmano west=Do-Do-Ma
Dodudino west=Egema
Mudexe west=Mo-Dalma
Esnilo west=Asnene
Elmule west=Egodisno
Emo-Da west=Elo-Asmu
Mamanu west=Anegosmo
Mesmilu west=Ananexu
Anudosma west=Dodasme
Mudigimo west=Dulmulixu
Danolnisne west=Amenu-A
Duda west=Egulixo
Menegigo west=Damesmu
Exesmo west=Manexo
Dolnanigu west=Milo-Mo
Muline west=Do-Dema
Agolu west=Disnixa
Dagaxisma west=Dalilu
Milaxu west=Elemigo
Almexo east=Alo
Exalmo west=Esnismo
Mimolna west=Dimo
Elnilo west=Alnisna
Asnasmu west=Agamesme
Melo-De west=Emu-Mu
Masnema west=Danage
Eno-Emo west=Mixusme
Modigima west=Mixosma
Asmusma west=Misnime
Agilodu west=Daxulu
Agosnine west=Emegalu
Milalmo west=Emudanilu
Anu-Esnu west=Mesmigigo
Delaninixu west=Manule
Alnu-Du west=Agemasmiga
Esnasmo west=Dilaxu
Denimo west=Deneme
Aminega west=Almasnixa
Megana west=Dolusmo
Mismu-A west=Molame
Mu-Daxe west=Mixaxa
Dimixo west=Axixime
Axudole west=Axudo
Amo-Ene west=Mulmu
Du-Du-Dilo west=Elanole
Egexesmo west=Dixosna
Musnexo west=Elmodo
Emame west=Enimaga
Delaxinu west=Anesne
Melmu-A west=Melilne
Enulu west=Axexano
Demegisme west=Mo-Mesne
Mosnanixa west=Mulnaxa
Asmudigo west=Minimo
Enanegu west=Egigo
Enelme west=Ego-Ma
Asnile west=Axine
Masmena west=Enilulo
Exudeno west=Dosnine
Eginasme west=Exisnu
Dusmelilo west=Dalixinile
Dalmaxo west=Esnulo
Damega west=Digagismilmu
Do-Ega west=Megesmu
Daxega west=Masna
Melola west=Minusno
Aximalu west=Mexode
Mamu west=Agega
Mosmelmiga west=Asnanisma
Mudodigu west=Megegu
Dismama west=Dexu
Mulne west=Dagaxisma
Axo-Du west=Mamila
Damu west=Mosnismilinu
Mamosme west=Aninulu
Mosnano west=Dulusma
Musma west=Agaxalu
Esnasma west=Enasna
Dulu-Ma west=Agesne
Malosma west=Egosnimu
Emalmu west=Mu-Enu
Migu-De west=Du-Enila
Degodo west=Amu-De
Mulo-A west=Demosno
Amesnu east=Asninu
Megude west=Dismu-E
Mulisme west=Mu-E
Amagemu west=Aganexe
Asnigino west=Digudilino
Mexelo west=Musnoda
Mudosmo west=Egamudixa
Damusno west=Dilode
Axu west=Mismela
Anenosmo west=Denisno
Dulagu west=Dexo-A
Maxolmo west=Molmode
Enimusmimo west=Daxusmo
Milego west=Anenino
Mixigo west=Dolesno
Amagude west=Elmole
Anemaxilisma west=Elnixo
Mamilna west=Mimege
Egu-Ege west=Amamulnu
Anusnisnu west=Alinosno
Minolu west=Desniginu
Anodeno west=Agaxalne
Exo-Mixe west=Megesna
Egolmo west=Maxena
Manusna west=Amixu-Ma
Mixamisnimo west=Esmismo
Agilmimixa west=Anemasno
Mu-Dusmixa west=Mamaximu
Milismimina west=Dalmene
Esnolu west=Esno-E
Anolu-Do west=Asmexilme
Mesnine west=Digo-Me
Molnena west=Dagosnigu
Enasma west=Axanulu
Dudemu west=Magegu
Mismulme west=Dalma
Damasmile west=Enimisno
Mismisne west=Ego-Do
Dimega west=Agodesmo
Minele west=Alu
Emalnixila west=Dolmimo
Dilmigigine west=Elnu-De
Disnime west=Amaximigu
Dimemo west=Anixaxe
Dile west=Mosmimino
Esmane west=Egu-Dino
Agimosmo west=Exixilu
Mu-Eme west=Mudalu
Esnuda west=Egasna
Emulnixu west=Enesmo
Esnusnu west=Dimimilmigu
Amenexila west=Mila
Dinesnu west=Mosno-E
Exodimu west=Agexisnimo
Axasma west=Enosna
Agaxodilnu west=Mililmu
Mexusma west=Egolnu
Danexe west=Malo
Ala west=Mixo-Mu
Axeno-Da west=Magame
Amu-Mu west=Egodile
Dosmemina west=Anulosne
Amenu-A west=Mismamimo
Emelole west=Du-Mexisne
Molodimu west=Daxo-De
Misnosne west=Alosna
Axodeme west=Degulninu
Esminilixu east=Anosna
Magegu west=Agosmisma
Elemigo west=Dilnimisno
Amulme west=Mudosmismo
Do-Mosno west=Dasmelmo
Melaga west=Mimodo
Exanalo west=Amagusmixu
Elolime west=Minexe
Agalnu west=Damimo
Agageximo west=Anelusnu
Elmilime west=Dalagu
Asnu-Do west=Mile
Dulmo west=Esnixu
Exosno west=Almaga
Aninoda west=Masnulme
Mu-Axixu west=Dasnu-Ma
Mimalna west=Dodenilme
Mo-Delmigu west=Mu-Do
Menagu west=Anu-Ala
Enu-Ano west=Malesmu
Mamemu west=Magilno
Exosninu west=Enulme
Emolmismila west=Elmolino
Elaxu west=Egodosna
Dosnana west=Dimo-Du
Migusmo west=Alusne
Dixinina west=Megame
Anude west=Mulosmixo
Mosmena west=Dududisna
Demasma west=Exudixo
Elegimisnilno west=Axu-De
Dinano west=Eninile
Dolago west=Mesmino
Alisnila west=Axinema
Memimu west=Dodo-Mu
Emegaxiga west=Emelama
Damagu west=Amolula
Danine west=Dagode
Exolama west=Migudima
Exo-Ma west=Mimima
Axemusno west=Egigexa
Eno-Almo west=Exo-Me
Amagolmu west=Mosmu-E
Demudu west=Manenu
Anilosne west=Danexe
Exino-A west=Agaxane
Mamoda west=Agigigu
Ego-A west=Esnasna
Modigu west=Mu-Egixu
Memelmo west=Misno-A
Dixina west=Alaxilu
Mu-Dagime west=Emixusmo
Du-Musne west=Minemu
Asnano west=Du-Demimo
Do-Mela west=Mosmala
Mimene west=Agu-De
Dexu west=Exolodo
Meluda west=Analusmile
Anolno west=Esmisnu
Denu west=Dexane
Dismilu west=Amasnilu
Esnine west=Egusmisma
Asnesmu west=Dulismo
Axine west=Elemixo
Malnanisna west=Emudesme
Eganolimu west=Dulmalo
Du-Elme west=Dixudiniga
Mo-Eno west=Axodima
Exodela west=Mamemu
Musno-Do west=Demexu
Misnexe west=Degasma
Dilode west=Alnudixa
Emamolilu west=Demosnigo
Dilo-A west=Desnode
Dosmime west=Emegusmo
Amudosmo west=Dosnudo
Egolminu west=Dudimo
Demisnixixinime west=Danusnu
Dolimu west=Mismesmu
Degilo west=Mosma
Mamu-A west=Alnulo
Amilisnu west=Duludo
Amisma west=Egodixu
Emimesmina west=Agusnu
Asmo-Ma west=Mudesno
Aniximu west=Anusme
Mo-Egine west=Dixosme
Musnenu west=Eluda
Dudosno west=Melo
Exalixa west=Axudamo
Dulesme west=Esnisne
Esmaxa west=Demimu
Egolu-Migu west=Demodine
Dalnola west=Dimemimu
Du-Dixa west=Minulino
Du-Dulu west=Agisno
Axanulu west=Egixusmu
Emolo west=Eganamilima
Dusmema west=Delesminigo
Enixu west=Egeme
Dimeme west=Emisno
Elne west=Minu-E
Exexalu west=Modosna
Mage west=Mamaxisnigu
Agexixe west=Dismilu
Molamixa west=Mimile
Esnesmo west=Asnuligo
Mila west=Mu-Ala
Dismo west=Du-Malmu
Dasnusmina west=Aginige
Enodudu west=Dosnamo
Minega west=Elodimo
Do-Dusmixu west=Dolismo
Dosmu-Mo west=Elinago
Dinodu west=Desmagu
Anemino east=Memenixu
Dula west=Mu-Dula
Migudo west=Desnige
Egegigo west=Digage
Aganole west=Alnosno
Esno west=Megaxe
Asnele west=Delexa
Alninu west=Dilu
Dudixu west=Memaxu
Desmudilima west=Enudu-A
Egexulisnu west=Digo
Esneme west=Dasninu
Esnana west=Dexo
Dodulmo west=Mulusna
Dosmema west=Esnosmo
Dolnu-Mu west=Elno
Emosne west=Mu-Do-E
Degu-E west=Amilano
Axo-Ame west=Danilo
Desmexu west=Anisna
Migimo west=Dosmigu
Almaga west=Daline
Elmamino west=Mosmino
Demode west=Dismuda
Digu west=Amilna
Degenu west=Digusno
Asnimo west=Elmalisma
Axusmimu west=Meme
Modime west=Danegixa
Enulme west=Elmila
Enisnigo west=Axilinu
Enilmo west=Esnaxe
Aludo-Du west=Manuda
Amemaminine west=Emamudu
Exaxula west=Degiga
Anexilu west=Mamame
Do-Axa west=Alo-Ma
Dixudo west=Maxolu
Degega west=Mo-Ago
Musnelima west=Milalmo
Migelo west=Alulelne
Mosmo west=Emodalo
Egilino west=Danolnisne
Exelnigo west=Dasmo-Da
Delmu-A west=Migexe
Maxu-A west=Emisna
Anemode west=Exusnixu
Exo-Me west=Mu-Deno
Mixudine west=Enodudu
Axisne west=Musme
Dusmulma west=Modixa
Elixemililo west=Damala
Dixemo west=Agalude
Enelena west=Amudagu
Demu-A west=Exalmu
Anamimu west=Mesnago
Esnasna west=Emame
Elu-Ema west=Magodu
Dodelu west=Agilodu
Memimigu west=Enenigo
Exaxo-Ma west=Anodu
Exixe west=Musmilisne
Dixusnu west=Dulasno
Mosmule west=Alesmu
Degoda west=Exusmo
Melulu east=Mo-Esnu
Megudu west=Asno-E
Esmule west=Digesmu
Dudilo west=Minixa
Ago-Me west=Dusnimo
Emexege west=Dusme
Esmulmo west=Emilo
Anemenime west=Mimo-Ma
Dulnina west=Mimo-E
Esnelina west=Anegime
Milexo west=Masmenige
Axexosnu west=Mulamu
Asmanismu west=Degenu
Musmexe west=Enosne
Milosma west=Axosmu
Ano-Elixe west=Elina
Agulme west=Agasno
Du-Mo west=Anemalo
Emo-Alu west=Agudosmu
Egu-Asne west=Emixuda
Demosnigo west=Amisna
Dimode west=Mu-Demigu
Dixalma west=Enaxodilnine
Musminina west=Magulmigo
Anigolme west=Menosna
Memena west=Mosmemu
Digoda west=Doleginigila
Mamexe west=Emixosme
Asnima west=Elosmilu
Dulusno west=Dalmena
Delile west=Enenosna
Esnudinine west=Du-Do
Esmu-De west=Anenaxe
Masmo west=Masmodime
Aximaga west=Migulima
Axilelo west=Damegimo
Amismo west=Axudaxo
Elimu west=Mulnagu
Dulo-A west=Exulode
Dolulmo west=Anexagina
Agenexa west=Emilme
Misnu west=Denalne
Aximosma west=Misnudisne
Dodesnu west=Amaxosme
Exinilu west=Melmolimu
Damosmu west=Egagasnixu
Amo-De west=Exaxo-Ma
Axu-Mile west=Dodudu
Asmo-Da west=Misnalnu
Alo-A west=Mismesmo
Axodina west=Mulo-A
Esnodilmo west=Elega
Migolilo west=Dinisnixu
Du-Dosmu west=Mixesnu
Dexusna west=Melamimile
Enalime west=Esmesno
Magoda west=Mexexa
Ego-Amimu west=Dusnasne
Ale west=Agudelmo
Amamole west=Misnusma
Dexexa west=Minu
Dosmulimu west=Dusnu-Mo
Masno-E west=Enasmo
Du-Malmu west=Elilme
Dulusmu west=Agano-A
Digegisna west=Dulamu
Alu-Ege east=Melimu
Dosnusnu west=Demega
Mudu west=Aginemo
Dismilismismo west=Alilmo
Elo west=Egamexo
Asnisnigo west=Axixana
Memuda west=Do-Mige
Mixexa west=Anigodila
Dimelmino west=Emu-Du
Mimele west=Amolago
Elegusnu west=Dusnusnu
Danudo west=Aminele
Esnulna west=Mudisna
Dixixu west=Alno-E
Mulagilmu west=Demama
Enalnu west=Esmele
Anexino west=Mu-Dego
Alo-Mu west=Mu-Milmu
Megege west=Do-Esnu
Mexulmu west=Melmu-A
Emoda west=Elilisma
Emexana west=Ana
Dolo west=Musmege
Masnisma west=Axudelna
Agemosmisne west=Melanismu
Asneme west=Mixalisnu
Amilna west=Molenina
Musmu-Dixo west=Denosmo
Asmule west=Dixilo
Agimagu west=Memino
Delode west=Musnalnu
Dama west=Amu-A
Axu-Ego west=Emodagu
Milmale west=Desnaxe
Mudeme west=Dalaxa
Elusnu west=Dule
Mosmama west=Exixamu
Anudenige west=Emesma
Asnagu west=Dilo-Mima
Enigililmixo west=Aximalu
Magosma west=Axisnima
Mu-Enilno west=Emegu-Miga
Degamigo west=Degesma
Asmile west=Mesnu
Enixinu west=Anelniga
Dolaxu west=Anu-Esmo
Migene west=Axenemo
Anemexu west=Alagulne
Axulu west=Mulolo
Alno-Digo west=Dolena
Dosmilmu west=Axolodu
Aminosmu west=Dage
Esnulma west=Degaxa
Dine west=Amagoda
Damimu west=Esnisnimo
Agalude west=Emamu
Emamusme west=Enu
Esmusmixismu west=Dexana
Dodasme west=Dimale
Axo-Misno west=Emigemimismo
Amanu-A west=Amimexe
Agu-Me west=Axulixa
Molo-Me west=Exelo-Dine
Mudolixa west=Dexisma
Dimexe west=Alnusme
Alego-A west=Mulagilmu
Dusmaxinino west=Egixesnixina
Mo-Ena west=Mulegilixu
Amaxisma west=Egena
Mosnulisme west=Mexixixu
Dimaxo west=Digusmisnilna
Elulmo west=Asnemu
Asnina west=Esmesma
Enimesmu west=Denu-A
Malelna west=Modemo
Dalesminu west=Dexusma
Agaxime west=Mamu
Megino west=Eneno
Egasnige west=Dasnexu
Agodelme west=Anu-Dismo
Esnu-De west=Amimela
Axulnu west=Amame
Du-Mu-Do west=Alalano
Du-Du-A west=Dexagu
Elagelma west=Elmelu
Dulasno west=Dolega
Dinimigo west=Minige
Anexemilininixa west=Anixexo
Enaxulisnu west=Aginelimismo
Exu-Elu west=Analaligigisma
Egesna west=Meginu
Axixilu west=Esnisna
Alnesme west=Mexelo
Alno west=Denosmu
Daniga west=Emusna
Mo-Dalmiga west=Amisnime
Musmodigu west=Maxudu
Megu west=Elanasmiga
Migo west=Muludinu
Emalnu west=Esmaxu
Dulisnu west=Enelnu
Asmixe west=Diganile
Elna west=Dimalne
Mexaxe west=Molaxo
Du-Egu west=Delasne
Mudusmismu west=Memolne
Emegemo west=Dalulmigu
Alosme west=Mulosnu
Aganudixo west=Aninode
Molola west=Agigudu
Alinosno west=Molodimu
Egagine west=Dimosmu
Megego west=Amulega
Alegilo west=Disnu
Elmesne west=Mesmo-Dima
Enaxima west=Eludolismu
Anilolinige east=Esnulu
Milisme west=Elilu
Agininu west=Enasma
Modexe west=Alalo
Meno west=Ananu
Esna west=Mismine
Enulasnu west=Emigu
Dinalo west=Mu-Egigu
Anaxe west=Enixelo
Egudino west=Mu-Dimina
Demasna west=Agaxalismu
Exisno west=Amelme
Digu-A west=Amolana
Amegu west=Mo-Dismigo
Axamo west=Migulmo
Dixo-A west=Anelosmo
Deguda west=Elmule
Megodilo west=Mixaga
Emexusnu west=Denasnu
Molnolu west=Danila
Asnigu west=Axigo
Axamasna west=Mosno-Do
Amamexixu west=Dexege
Exelosme west=Axasma
Amixego west=Dosmu
Dulnelme west=Mosmena
Do-Aliga west=Egulmu
Du-Alu west=Esma
Danege west=Denamu
Do-Memo west=Axuline
Amilalma west=Delo-De
Maginu west=Exulusne
Agosma west=Egalinu
Mesmixo west=Amusme
Elnudo west=Disno
Anu-Dixa west=Asmodinu
Denago west=Dismexe
Dasmegine west=Delano
Esmasme west=Dexanige
Egime west=Asnegu
Mimago west=Mudo-E
Damego west=Mosmamilu
Megixo west=Dosnixu
Daxego west=Eludage
Degulno west=Danalilmu
Musnulo west=Anolago
Elosna west=Dolnanigu
Esnu-Me west=Dagile
Magimo west=Enisna
Elmexu west=Axodisno
Modosme west=Alige
Dana west=Enesmilu
Digolismo west=Masnola
Dosmimo west=Musmana
Dagixu west=Mixuda
Elnodu west=Dixasnimo
Mename west=Malo-A
Exixilu west=Mu-Digu
Dismexo west=Enalodu
Amudimisno west=Mesnilnixa
Mesnimo west=Egudusna
Molo-A west=Anu-Mu
Aludasme west=Daligine
Amesno east=Anusnigo
Du-Egixu west=Maxodu
Examixo west=Exodusme
Mamismimo west=Amexanu
Mudina west=Eminu
Esmosnu west=Asmego
Mu-Anu west=Dosmamo
Anodano west=Egolosmo
Eliximu west=Elmisme
Exanenila west=Agosmimu
Almo-Misno west=Danu-Da
Agaxulne west=Molasno
Alnusme west=Elinine
Anamu west=Egexesmo
Dodima west=Dinosnigo
Mixige west=Mexulmu
Mismane west=Eline
Memesne west=Mudisnu
Egesmime west=Exolne
Emanalme west=Dinulo
Mamolne west=Modima
Do-Ene west=Menene
Axamulo west=Agosmu
Esmosmu west=Dimamo
Egode west=Elulnu
Masnaxixa west=Danixe
Meline west=Damu
Egigega west=Dimanilu
Anosmixe west=Degisna
Musnexa west=Dasno-E
